HomeTeam,AwayTeam,HTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,FTR,FTR,主场胜利=0 客场胜利=1 平局=2
Rangers,Falkirk,2,1,1,22,5,12,1,7,14,12,1,1,3,1,1,1.2,6.5,16,1.19,5.8,12,0,0,
Aberdeen,Celtic,0,2,1,8,14,6,8,10,17,5,9,2,2,0,0,5.5,3.6,1.67,5.02,3.5,1.62,0,0,
Dundee United,Motherwell,1,0,3,6,7,2,6,10,10,6,3,2,1,0,0,1.72,3.5,5.5,1.69,3.4,4.61,1,1,
Aberdeen,Rangers,2,0,0,7,12,4,4,9,20,3,6,1,1,0,0,4.35,3.75,1.8,4.16,3.42,1.76,2,2,
Celtic,Hibernian,0,2,1,13,8,8,4,11,13,9,4,0,2,0,0,1.33,5,10,1.3,4.64,8.4,0,0,
Dundee United,St Mirren,1,0,1,13,6,9,1,13,15,9,2,4,2,0,0,1.72,3.6,5,1.68,3.46,4.61,0,0,
Hearts,Inverness C,0,1,0,8,7,4,2,10,11,10,5,0,4,0,1,1.57,3.8,6.5,1.52,3.68,5.83,0,0,
Motherwell,Falkirk,0,1,0,11,7,2,5,7,13,3,3,1,3,0,0,1.91,3.4,4.2,1.83,3.28,4.01,2,2,
Kilmarnock,Hamilton,2,0,0,6,11,1,5,11,14,3,8,2,3,0,0,1.9,3.4,4.35,1.82,3.24,4.07,1,1,
Falkirk,Aberdeen,2,0,0,10,8,4,5,21,10,3,4,3,1,0,0,3,3.25,2.4,2.88,3.21,2.25,0,0,
Hamilton,Hearts,0,1,0,4,10,3,4,12,8,6,4,1,1,0,0,3,3.25,2.37,2.86,3.21,2.25,0,0,
Hibernian,Motherwell,0,1,0,7,12,3,9,14,15,1,6,1,0,0,0,2.1,3.4,3.4,2.08,3.24,3.16,2,2,
Rangers,Dundee United,2,0,0,12,5,9,2,7,14,4,2,1,1,0,0,1.4,4.5,8,1.39,4.06,7.1,0,0,
St Mirren,Kilmarnock,1,0,1,9,9,4,4,11,15,12,6,1,4,0,0,2.4,3.25,3.1,2.3,3.21,2.78,2,2,
Inverness C,Celtic,2,0,0,12,7,4,2,18,14,3,4,2,2,0,0,9,5,1.33,8.1,4.59,1.3,2,2,
Dundee United,Inverness C,1,0,1,8,11,3,4,13,11,11,3,1,2,0,1,1.66,3.75,5.6,1.57,3.57,5.28,2,2,
Hearts,Aberdeen,2,1,1,12,10,6,5,16,18,6,3,2,1,0,0,2.3,3.3,3.2,2.2,3.21,3,0,0,
Kilmarnock,Hibernian,1,0,1,8,14,3,10,20,18,10,4,3,1,0,0,2.5,3.3,2.8,2.38,3.2,2.68,2,2,
Motherwell,Hamilton,0,1,0,4,7,2,2,9,14,2,5,1,2,0,0,2,3.3,4,1.91,3.25,3.67,0,0,
St Mirren,Falkirk,2,1,1,15,11,7,5,13,13,3,2,1,5,0,0,2.25,3.3,3.4,2.11,3.22,3.14,2,2,
Celtic,Rangers,2,0,0,5,5,2,2,19,15,4,4,3,5,0,0,2.25,3.3,3.25,2.2,3.25,3.08,2,2,
Aberdeen,Dundee United,1,0,1,14,3,6,2,13,23,6,5,3,2,0,0,2.25,3.4,3.2,2.21,3.22,2.91,2,2,
Falkirk,Hamilton,2,1,1,4,13,2,5,15,12,5,6,2,0,0,0,2.2,3.4,3.2,2.16,3.22,3.01,1,1,
Hearts,St Mirren,2,0,0,13,7,5,3,14,16,5,2,2,4,0,0,1.66,3.75,5.25,1.6,3.55,4.96,2,2,
Inverness C,Hibernian,0,1,0,7,3,2,0,12,16,3,2,1,3,0,0,2.6,3.25,2.75,2.49,3.17,2.56,0,0,
Rangers,Kilmarnock,0,3,1,14,7,10,3,7,12,8,1,1,2,0,0,1.2,6.5,13,1.2,5.5,11.2,0,0,
Motherwell,Celtic,2,0,0,1,13,1,8,11,12,1,1,2,1,0,0,6,4,1.6,5.34,3.65,1.54,2,2,
Aberdeen,Kilmarnock,2,0,0,7,5,2,3,12,13,7,1,1,2,0,0,1.7,3.6,5.5,1.64,3.46,4.84,2,2,
Celtic,St Mirren,0,2,0,24,3,11,1,9,9,11,3,1,2,0,1,1.22,6,15,1.2,5.4,11.6,0,0,
Dundee United,Hearts,2,0,0,10,5,4,2,12,14,4,1,4,2,0,0,2.2,3.3,3.4,2.17,3.22,3.01,1,1,
Hamilton,Rangers,1,0,1,5,23,3,13,15,11,3,14,2,2,0,0,7.5,4.2,1.45,6.78,3.86,1.43,1,1,
Hibernian,Falkirk,2,0,0,6,9,2,2,11,11,5,4,3,0,0,0,2,3.3,4.5,1.86,3.24,3.85,2,2,
Inverness C,Motherwell,2,1,1,11,10,6,5,12,12,7,7,0,1,0,0,2.5,3.25,2.8,2.4,3.21,2.63,1,1,
Falkirk,Dundee United,1,0,1,7,9,1,3,14,15,12,3,2,1,0,0,2.75,3.3,2.6,2.65,3.19,2.48,1,1,
St Mirren,Aberdeen,2,0,0,10,11,6,3,13,11,3,7,0,1,0,0,3.1,3.3,2.4,2.81,3.22,2.34,2,2,
Hamilton,Hibernian,2,0,0,9,8,3,1,13,18,5,2,0,4,0,0,2.4,3.25,3,2.34,3.18,2.84,1,1,
Hearts,Motherwell,2,0,0,7,9,5,4,10,7,5,10,1,1,0,0,2,3.4,4.1,1.86,3.29,3.96,0,0,
Kilmarnock,Celtic,2,1,1,6,19,4,8,9,11,6,8,2,2,0,0,7.5,4.2,1.55,6.86,3.9,1.46,1,1,
Rangers,Inverness C,2,0,0,9,4,7,0,9,8,13,0,1,1,1,0,1.2,7,15,1.19,6,12.4,1,1,
Aberdeen,Hamilton,0,1,0,7,5,4,0,10,12,4,5,2,3,0,0,1.7,3.6,5.25,1.66,3.42,4.75,0,0,
Hibernian,Hearts,0,1,0,9,10,5,4,18,14,7,4,0,1,1,1,2.6,3.25,2.75,2.52,3.15,2.59,0,0,
Inverness C,Kilmarnock,0,2,1,4,7,2,4,13,15,3,4,0,2,0,0,2.2,3.4,3.4,2.15,3.25,3.05,0,0,
Motherwell,Dundee United,0,1,0,14,12,4,7,10,13,4,9,2,4,0,0,2.5,3.4,2.75,2.39,3.21,2.69,0,0,
Falkirk,Inverness C,0,1,0,6,7,5,2,17,17,3,3,0,1,0,1,2.35,3.25,3.1,2.3,3.18,2.8,0,0,
Hamilton,St Mirren,2,0,0,8,9,2,3,13,14,6,7,2,1,1,0,2.4,3.25,3,2.29,3.19,2.87,2,2,
Hibernian,Aberdeen,2,0,0,15,12,7,2,9,7,5,5,2,0,0,1,2.4,3.25,2.9,2.35,3.17,2.75,2,2,
Kilmarnock,Motherwell,2,0,0,9,9,4,5,16,13,5,4,3,2,0,0,2.7,3.25,2.62,2.52,3.17,2.58,2,2,
Rangers,Hearts,0,2,0,14,6,6,4,9,9,11,1,1,3,0,0,1.45,4.33,8,1.39,4.07,7.5,2,2,
Dundee United,Celtic,1,0,1,15,13,8,8,9,9,7,6,1,1,0,0,5.5,3.6,1.7,4.97,3.5,1.63,2,2,
Celtic,Hamilton,0,2,0,19,8,11,3,9,12,5,4,0,1,0,0,1.2,6,15,1.19,5.6,11.8,0,0,
Dundee United,Hibernian,1,0,2,15,12,9,7,10,16,12,2,1,2,0,0,2,3.3,3.75,1.98,3.22,3.43,2,2,
Hearts,Kilmarnock,0,2,1,13,7,7,3,8,23,4,4,0,3,0,0,1.66,3.5,5.5,1.58,3.5,5.26,0,0,
Inverness C,St Mirren,2,1,1,12,5,5,3,10,9,5,1,1,2,0,0,2.2,3.3,3.5,2.11,3.19,3.15,0,0,
Motherwell,Aberdeen,0,1,0,15,6,5,3,12,15,6,4,0,3,0,1,2.3,3.3,3.2,2.22,3.19,2.94,2,2,
Falkirk,Rangers,1,0,1,8,5,3,2,11,15,2,1,1,4,0,0,7.5,4.35,1.45,6.63,4.12,1.4,1,1,
Celtic,Falkirk,0,1,0,16,6,9,4,5,16,10,7,1,2,0,0,1.2,6.5,17,1.16,6.2,15.2,0,0,
St Mirren,Rangers,1,0,2,7,12,4,6,12,13,9,4,2,2,0,0,7,4.35,1.5,6.55,4.17,1.44,1,1,
Aberdeen,Inverness C,2,0,0,15,7,5,2,10,19,9,3,0,1,0,0,1.85,3.5,4.6,1.75,3.37,4.43,0,0,
Hamilton,Dundee United,1,0,1,6,13,4,8,18,19,7,2,2,2,0,0,3,3.4,2.45,2.74,3.23,2.4,1,1,
Hearts,Celtic,2,1,1,10,10,3,4,16,13,11,8,0,1,0,0,5,3.6,1.75,4.47,3.44,1.74,2,2,
Kilmarnock,Falkirk,0,2,0,12,10,6,5,15,18,3,2,1,2,0,0,2.25,3.4,3.4,2.1,3.23,3.26,0,0,
Rangers,Motherwell,0,2,1,8,7,5,2,15,14,3,4,1,2,0,0,1.36,5,9.5,1.3,4.71,8.8,0,0,
St Mirren,Hibernian,2,1,1,13,10,8,4,4,13,12,2,0,4,0,0,2.62,3.3,2.62,2.58,3.2,2.54,2,2,
Celtic,Aberdeen,0,1,0,10,8,7,4,9,14,6,5,1,0,0,0,1.3,5,10,1.3,4.69,8.4,0,0,
Dundee United,Kilmarnock,2,0,0,5,10,3,6,14,18,7,3,2,1,1,0,1.73,3.6,5,1.67,3.46,4.61,2,2,
Falkirk,Hearts,2,0,0,3,9,1,3,10,15,2,7,2,2,0,0,3.2,3.4,2.25,2.92,3.26,2.2,2,2,
Inverness C,Hamilton,1,0,1,8,4,2,4,18,15,3,0,3,2,0,0,2.15,3.4,3.6,2.03,3.29,3.29,2,2,
Motherwell,St Mirren,2,0,0,13,6,7,6,14,10,8,4,0,2,0,0,1.85,3.6,4.5,1.75,3.39,4.15,1,1,
Hibernian,Rangers,2,1,1,13,11,7,8,7,9,2,4,2,0,0,0,6,3.6,1.65,5.06,3.47,1.62,1,1,
Aberdeen,Celtic,2,1,1,7,14,4,9,11,13,5,7,1,1,0,0,6,3.6,1.65,5.06,3.47,1.61,1,1,
Falkirk,Motherwell,0,1,0,10,7,3,3,8,14,3,15,2,4,1,0,2.5,3.3,2.87,2.38,3.18,2.66,0,0,
Hamilton,Kilmarnock,0,1,0,5,7,2,2,9,7,1,15,0,1,0,0,2.3,3.4,3,2.27,3.21,2.8,0,0,
Hibernian,Dundee United,2,1,1,4,13,2,5,13,14,3,9,1,2,1,0,2.5,3.4,2.8,2.36,3.21,2.66,1,1,
St Mirren,Inverness C,1,0,1,10,11,5,6,6,14,8,6,0,1,0,0,2.3,3.25,2.9,2.24,3.19,2.86,1,1,
Rangers,Hearts,0,1,0,13,13,7,7,11,10,3,4,1,2,0,0,1.4,4.5,7.5,1.38,4.11,6.96,0,0,
Dundee United,Aberdeen,2,1,1,10,10,3,6,17,9,8,9,2,2,0,1,2.1,3.3,3.5,2.04,3.24,3.38,2,2,
Hearts,Hibernian,2,0,0,9,6,3,3,16,14,7,4,0,3,1,0,1.8,3.75,5,1.72,3.46,4.56,1,1,
Kilmarnock,Falkirk,2,0,0,13,2,7,2,14,25,4,4,2,1,0,0,2.1,3.4,3.6,2.03,3.26,3.29,2,2,
Rangers,Celtic,0,1,0,11,10,6,5,16,18,3,7,3,3,0,0,2.4,3.3,3.1,2.36,3.23,2.9,0,0,
St Mirren,Motherwell,1,0,2,6,9,3,4,9,15,6,4,0,1,0,0,2.3,3.3,3,2.29,3.25,2.86,1,1,
Inverness C,Hamilton,2,0,0,12,7,7,2,16,16,7,5,0,1,0,1,2.2,3.3,3.3,2.07,3.23,3.21,2,2,
Aberdeen,Hearts,2,0,0,14,6,6,1,12,15,4,4,2,4,0,1,2.37,3.25,3.2,2.29,3.18,2.92,2,2,
Celtic,Dundee United,0,1,0,10,10,5,6,15,14,8,0,2,2,0,0,1.3,5.25,11,1.29,4.84,9.6,0,0,
Hamilton,Falkirk,2,0,0,7,4,2,1,17,17,10,2,1,2,0,0,2.3,3.3,3.25,2.18,3.26,3.07,1,1,
Hibernian,Rangers,0,1,0,5,16,3,6,9,9,0,11,2,3,0,0,6.75,3.8,1.57,6.15,3.76,1.51,2,2,
Kilmarnock,St Mirren,0,1,0,9,8,7,5,14,15,1,6,1,2,0,0,2.15,3.4,3.55,2.07,3.24,3.34,0,0,
Motherwell,Inverness C,2,1,1,9,10,2,6,12,17,3,2,0,2,0,0,2.1,3.4,3.5,2.01,3.3,3.4,2,2,
Falkirk,St Mirren,1,0,1,7,14,1,8,18,7,2,5,0,0,1,0,2.1,3.4,3.4,2.05,3.26,3.21,1,1,
Hamilton,Motherwell,1,0,1,14,10,7,6,17,12,6,5,3,2,0,0,2.62,3.25,2.8,2.37,3.18,2.69,1,1,
Hearts,Dundee United,0,2,0,11,7,7,3,8,13,5,9,0,3,0,0,2.25,3.25,3.25,2.13,3.2,3.12,0,0,
Kilmarnock,Inverness C,2,0,0,6,11,2,7,13,14,5,4,4,4,0,0,2.25,3.25,3.25,2.13,3.18,3.13,0,0,
Rangers,Aberdeen,2,0,0,15,8,7,6,10,3,8,2,2,1,1,1,1.27,5.5,12,1.25,4.9,9.7,0,0,
Hibernian,Celtic,2,0,0,9,12,5,1,13,14,2,13,5,1,0,0,6.5,4,1.5,5.78,3.82,1.47,2,2,
Inverness C,Falkirk,2,0,0,9,6,3,4,12,17,3,4,1,1,1,0,2.25,3.4,3.3,2.19,3.27,3.03,1,1,
Motherwell,Kilmarnock,1,0,1,13,7,5,4,9,9,7,2,1,1,0,0,2,3.35,4,1.91,3.24,3.81,1,1,
St Mirren,Hamilton,1,0,1,10,6,2,4,9,16,5,2,1,2,0,0,2,3.4,4,1.94,3.25,3.71,1,1,
Aberdeen,Hibernian,0,2,1,11,7,8,4,14,15,12,2,1,3,0,1,1.95,3.5,4.5,1.83,3.37,3.98,0,0,
Celtic,Hearts,2,0,0,18,2,9,2,8,14,11,0,0,1,0,0,1.25,6.5,11,1.24,5.56,9.9,2,2,
Dundee United,Rangers,1,0,2,5,10,4,7,11,14,3,2,3,2,0,0,7,4.2,1.53,6.08,3.98,1.49,1,1,
Aberdeen,Celtic,1,0,3,3,22,1,13,13,8,4,8,1,0,0,0,5.5,3.75,1.67,5.02,3.53,1.61,1,1,
Hibernian,St Mirren,2,1,1,21,4,11,1,15,10,7,3,2,2,0,1,1.83,3.4,4.5,1.78,3.32,4.13,0,0,
Kilmarnock,Hamilton,0,1,0,9,8,5,3,11,10,4,4,0,1,0,0,1.91,3.4,4.33,1.87,3.26,3.79,0,0,
Rangers,Falkirk,0,2,1,19,12,13,8,7,13,7,5,3,1,0,0,1.2,6,15,1.2,5.4,11.6,0,0,
St Johnstone,Motherwell,0,1,0,14,10,6,6,12,6,3,5,4,4,0,0,2.7,3.25,2.6,2.54,3.15,2.54,2,2,
Dundee United,Hearts,0,1,0,8,9,3,5,21,13,4,6,3,4,0,1,2.3,3.3,3.1,2.24,3.2,2.88,0,0,
Celtic,St Johnstone,0,2,1,16,7,10,4,11,9,6,2,0,1,0,0,1.17,7,17,1.16,6.1,13.2,0,0,
Falkirk,Hibernian,2,1,1,9,10,3,6,10,19,9,4,3,6,0,0,2.6,3.3,2.63,2.5,3.17,2.57,1,1,
Hamilton,Aberdeen,1,0,2,10,17,4,10,16,9,3,3,2,3,0,0,2.75,3.3,2.5,2.67,3.19,2.4,1,1,
Motherwell,Kilmarnock,0,2,0,14,12,6,6,8,14,10,0,1,3,0,0,2.1,3.3,3.5,2.03,3.21,3.32,0,0,
St Mirren,Dundee United,2,0,0,10,9,5,2,13,12,3,8,1,0,0,0,3.2,3.25,2.3,2.87,3.2,2.25,2,2,
Hearts,Rangers,0,1,0,19,8,8,3,16,14,3,4,4,2,0,1,5.5,3.6,1.7,4.83,3.39,1.66,1,1,
Aberdeen,Motherwell,2,0,0,3,9,0,1,14,8,8,4,1,0,0,0,2.1,3.3,3.75,1.94,3.23,3.53,2,2,
Dundee United,Falkirk,2,0,0,12,7,6,2,15,13,10,3,2,1,0,0,1.67,3.6,5.5,1.62,3.48,4.92,0,0,
Kilmarnock,St Mirren,0,1,0,8,7,5,6,13,19,8,5,2,1,0,0,2,3.3,4,1.92,3.22,3.64,1,1,
Rangers,Hamilton,0,2,0,20,4,12,2,12,14,6,4,0,1,0,0,1.15,7.5,19,1.13,6.5,14.8,0,0,
Hibernian,Celtic,1,0,1,13,14,5,5,14,16,6,8,3,3,0,1,5.5,3.75,1.62,5.32,3.58,1.57,1,1,
St Johnstone,Hearts,0,1,0,13,10,9,5,16,14,2,9,3,4,0,0,3.1,3.3,2.4,2.88,3.21,2.25,2,2,
Celtic,Dundee United,2,1,1,6,6,3,2,10,21,8,6,1,4,0,1,1.25,5.5,13,1.21,5.22,11.1,2,2,
Motherwell,Rangers,2,0,0,9,14,0,10,7,14,3,7,0,3,0,1,6,3.8,1.6,5.54,3.61,1.54,2,2,
St Mirren,St Johnstone,2,1,1,7,17,3,10,8,17,3,5,1,6,0,0,2.2,3.4,3.75,2.02,3.23,3.33,2,2,
Hamilton,Hibernian,0,2,0,5,6,3,2,14,18,4,3,2,2,0,1,3.75,3.4,2,3.35,3.26,2,0,0,
Falkirk,Aberdeen,2,0,0,13,13,10,8,15,21,4,5,2,3,0,0,3.1,3.3,2.3,2.93,3.22,2.21,2,2,
Hearts,Kilmarnock,0,1,0,17,13,5,6,8,9,5,3,0,1,0,0,1.8,3.5,5,1.71,3.4,4.31,0,0,
Aberdeen,St Mirren,2,0,0,9,2,4,0,12,17,2,4,0,2,0,1,1.8,3.5,4.7,1.7,3.41,4.39,0,0,
Dundee United,Motherwell,2,0,0,12,4,7,3,26,16,9,2,3,2,0,0,1.91,3.4,4.1,1.84,3.3,3.84,1,1,
Hamilton,Falkirk,2,0,0,7,13,5,7,8,8,2,2,1,2,0,0,2.25,3.3,3.2,2.17,3.23,3.02,2,2,
Hibernian,St Johnstone,0,2,0,7,14,3,4,9,7,0,5,0,2,0,0,1.8,3.5,4.5,1.71,3.42,4.39,0,0,
Kilmarnock,Rangers,2,0,0,10,9,6,6,13,12,6,5,5,4,1,1,7.5,4.33,1.45,6.53,3.93,1.43,2,2,
Celtic,Hearts,1,0,1,25,8,15,4,8,17,12,2,2,2,0,0,1.33,5,8.5,1.31,4.61,8,0,0,
Falkirk,Kilmarnock,2,0,0,8,5,3,2,14,16,2,5,4,2,0,0,2.4,3.3,2.9,2.35,3.19,2.7,2,2,
Hearts,Hamilton,2,0,0,11,11,2,7,16,17,6,5,1,4,0,0,1.55,3.8,6.5,1.52,3.62,5.76,0,0,
Motherwell,Hibernian,2,1,1,9,9,3,6,6,21,7,4,1,2,0,0,2.25,3.3,3.3,2.22,3.21,2.9,1,1,
Rangers,Aberdeen,2,0,0,15,7,9,2,8,12,14,6,2,1,0,0,1.33,5,9.5,1.3,4.74,8.3,2,2,
St Johnstone,Dundee United,2,1,1,8,8,1,3,9,13,8,5,0,1,0,1,3,3.3,2.38,2.82,3.19,2.29,1,1,
St Mirren,Celtic,1,0,1,4,11,2,5,10,14,4,4,3,2,0,0,8.5,5,1.37,7.5,4.48,1.34,1,1,
Hamilton,St Johnstone,1,0,1,12,11,4,6,9,14,3,5,1,1,0,0,2.25,3.4,3.1,2.22,3.22,2.92,1,1,
Hibernian,Dundee United,0,1,0,14,11,7,5,8,14,6,5,1,0,0,1,2.3,3.3,3.1,2.22,3.22,2.92,2,2,
Kilmarnock,Aberdeen,2,0,0,12,7,7,4,10,15,9,4,1,1,0,0,2.6,3.3,2.63,2.48,3.2,2.55,2,2,
Motherwell,Falkirk,0,1,0,5,10,2,1,8,11,6,2,0,2,0,0,1.75,3.6,5,1.71,3.42,4.41,0,0,
St Mirren,Hearts,2,1,1,4,6,3,2,7,7,4,12,0,0,0,0,3.1,3.3,2.3,2.91,3.22,2.23,0,0,
Rangers,Celtic,0,2,1,7,7,4,4,19,16,6,5,2,4,0,0,2.4,3.25,2.9,2.34,3.19,2.8,0,0,
Aberdeen,Hearts,0,1,0,6,9,3,3,9,10,7,11,1,0,0,0,2.3,3.3,3.1,2.24,3.21,2.88,2,2,
Celtic,Motherwell,2,0,0,21,5,9,4,10,9,14,10,1,1,0,0,1.25,5.5,12,1.23,5.06,10.4,2,2,
Dundee United,Hamilton,2,0,0,11,6,3,1,17,14,7,4,2,2,0,0,1.5,4.2,6.5,1.47,3.84,6.05,2,2,
Falkirk,St Mirren,2,0,0,10,9,3,7,15,17,4,8,1,1,0,0,2.4,3.3,2.88,2.38,3.17,2.69,1,1,
Hibernian,Kilmarnock,2,0,0,15,6,7,1,11,11,9,5,1,1,0,0,1.91,3.4,4.4,1.75,3.36,4.23,0,0,
St Johnstone,Rangers,2,1,1,11,10,7,6,6,14,4,2,1,1,0,0,7.5,4.2,1.45,6.38,3.95,1.44,1,1,
Aberdeen,Dundee United,1,0,2,12,10,2,3,10,11,7,7,3,3,0,0,2.4,3.25,3.05,2.29,3.18,2.82,1,1,
Hearts,Falkirk,2,0,0,11,7,5,2,9,15,8,6,1,3,0,0,1.57,3.75,6,1.53,3.62,5.61,2,2,
Kilmarnock,St Johnstone,2,0,0,5,5,2,2,11,14,2,3,1,2,0,0,2.2,3.25,3.3,2.12,3.2,3.11,0,0,
Rangers,Hibernian,0,1,0,22,17,11,12,15,16,5,5,3,3,0,0,1.36,4.6,8.5,1.33,4.39,7.9,2,2,
St Mirren,Motherwell,0,1,0,13,10,7,5,15,5,3,7,1,0,0,0,2.63,3.25,2.75,2.49,3.16,2.59,2,2,
Hamilton,Celtic,1,0,2,9,10,6,7,17,18,5,3,0,2,0,0,10,5.25,1.35,8.3,4.67,1.3,1,1,
Celtic,Kilmarnock,0,2,0,19,7,16,1,4,10,11,3,1,2,0,0,1.22,5.5,15,1.2,5.34,11.8,0,0,
Hibernian,Aberdeen,2,0,0,18,5,6,4,10,13,7,3,2,3,0,2,2.1,3.3,3.5,2.04,3.24,3.3,0,0,
Motherwell,Hearts,2,0,0,13,8,4,3,15,14,8,4,1,2,0,1,2.4,3.25,3,2.31,3.22,2.79,0,0,
St Johnstone,Falkirk,0,1,0,15,11,6,6,8,14,7,5,0,1,0,0,2.1,3.3,3.6,1.99,3.26,3.42,0,0,
St Mirren,Hamilton,1,0,2,9,5,3,4,18,17,5,4,3,3,1,0,1.91,3.35,4,1.84,3.26,3.93,1,1,
Aberdeen,St Johnstone,0,1,0,9,17,4,9,14,11,7,5,3,0,0,0,2.1,3.3,3.8,1.95,3.22,3.58,0,0,
Hamilton,Motherwell,2,0,0,7,13,2,6,19,13,2,7,2,1,1,0,3.1,3.3,2.3,2.86,3.24,2.26,2,2,
Hearts,Hibernian,2,0,0,21,10,12,7,10,16,12,2,1,2,0,0,2.5,3.25,2.8,2.43,3.21,2.64,2,2,
Kilmarnock,Dundee United,1,0,1,13,16,7,9,16,15,3,10,0,1,0,0,3.1,3.3,2.4,2.79,3.24,2.31,1,1,
Rangers,St Mirren,0,1,0,16,6,9,3,12,14,6,4,2,1,0,0,1.28,5.5,12,1.24,5.14,10.6,0,0,
Falkirk,Celtic,2,0,0,14,10,6,9,10,13,4,12,2,2,0,0,11,5.25,1.33,8.8,4.75,1.29,2,2,
Falkirk,Hamilton,2,0,0,9,13,7,8,9,12,2,4,2,0,0,0,2.2,3.3,3.5,2.12,3.23,3.16,0,0,
Hearts,St Johnstone,0,1,0,7,7,3,4,13,8,3,2,2,1,1,0,1.91,3.75,4.1,1.83,3.41,3.82,1,1,
Motherwell,Aberdeen,0,1,0,14,15,5,7,7,7,6,5,2,1,0,1,2.3,3.25,3.2,2.22,3.2,3,2,2,
Rangers,Kilmarnock,0,3,0,13,12,9,8,11,15,5,4,0,2,0,0,1.3,5.25,11,1.25,5.1,10,0,0,
St Mirren,Hibernian,2,1,1,14,8,3,4,15,6,5,4,1,1,0,0,3.05,3.3,2.38,2.97,3.22,2.23,2,2,
Dundee United,Celtic,2,0,0,10,7,5,5,19,11,5,7,1,1,0,0,4.2,3.6,1.85,3.91,3.42,1.82,0,0,
Aberdeen,Rangers,0,1,0,8,19,2,6,18,20,1,5,3,3,1,0,4.7,3.7,1.9,4.23,3.41,1.78,0,0,
Celtic,St Mirren,0,2,1,15,6,10,4,7,13,6,4,1,2,0,0,1.25,5.5,12,1.24,5.11,10.8,0,0,
Hibernian,Falkirk,0,1,0,19,12,13,4,24,14,5,5,1,2,0,0,1.57,3.7,6.5,1.54,3.63,5.8,0,0,
Kilmarnock,Hearts,2,0,0,17,10,8,4,16,11,7,2,1,1,0,0,2.7,3.25,2.6,2.6,3.17,2.52,1,1,
Motherwell,Dundee United,0,2,1,6,13,2,5,13,14,6,1,1,2,0,2,2.6,3.25,2.8,2.48,3.18,2.64,2,2,
St Johnstone,Hamilton,2,1,1,13,7,7,5,7,10,9,7,0,0,0,0,1.85,3.4,4.6,1.8,3.36,4.1,2,2,
Celtic,Aberdeen,0,1,0,27,3,13,1,7,12,8,1,0,3,0,1,1.37,4.5,9,1.34,4.34,8.4,0,0,
Dundee United,St Mirren,0,2,0,10,8,4,2,9,18,3,4,2,4,1,0,1.67,3.75,5.5,1.6,3.55,5.2,0,0,
Falkirk,Rangers,1,1,2,12,17,6,10,12,8,7,7,2,2,0,0,7.5,4.5,1.44,6.75,4.15,1.41,1,1,
Hibernian,Motherwell,0,1,0,12,1,7,1,22,4,9,8,1,3,0,0,2,3.4,4,1.93,3.28,3.63,0,0,
St Johnstone,Kilmarnock,1,0,1,16,4,9,1,6,15,7,2,1,1,0,0,2.1,3.4,3.6,2.02,3.27,3.36,1,1,
Hamilton,Hearts,0,2,1,16,6,5,3,17,24,4,3,0,3,0,2,3.2,3.3,2.3,2.93,3.25,2.23,0,0,
Aberdeen,Hamilton,1,0,1,8,6,4,3,14,19,10,0,3,3,0,0,1.73,3.6,5.25,1.69,3.46,4.61,1,1,
Hearts,Dundee United,2,0,0,8,7,1,2,16,14,4,2,3,0,0,0,3,3.25,2.5,2.76,3.2,2.36,2,2,
Kilmarnock,Hibernian,2,0,0,9,10,7,4,8,15,7,3,0,1,0,0,3,3.25,2.4,2.8,3.21,2.32,2,2,
Motherwell,Celtic,0,2,1,5,22,3,13,8,10,2,8,1,2,0,0,6.5,4,1.6,5.56,3.75,1.54,1,1,
Rangers,St Johnstone,0,2,0,17,6,10,4,6,5,7,5,0,0,0,0,1.3,5,11,1.26,4.91,10,0,0,
St Mirren,Falkirk,2,0,0,7,8,5,5,7,14,6,6,0,0,0,0,2.1,3.3,3.75,2,3.23,3.48,2,2,
Dundee United,Rangers,1,0,1,6,14,4,7,15,17,12,12,1,2,0,0,4,3.4,2,3.7,3.36,1.92,1,1,
Aberdeen,Hibernian,1,0,1,7,3,6,3,11,12,12,4,2,2,1,0,2.6,3.25,2.75,2.49,3.18,2.64,1,1,
Kilmarnock,Falkirk,2,1,1,11,13,7,5,11,12,6,6,0,1,0,0,2,3.4,3.8,1.95,3.27,3.57,1,1,
Rangers,Motherwell,0,1,0,21,7,11,3,5,5,3,4,0,1,0,0,1.27,6,13,1.24,5.37,10,0,0,
St Johnstone,St Mirren,0,1,0,7,7,2,3,8,7,11,4,2,1,0,1,2.25,3.25,3.25,2.16,3.21,3.12,0,0,
Hearts,Celtic,2,1,1,7,17,3,10,14,8,1,10,5,1,0,1,6,3.75,1.62,5.26,3.64,1.58,0,0,
Celtic,Hamilton,0,1,0,22,4,13,1,11,13,8,5,0,1,0,0,1.22,6.5,21,1.18,5.9,13.4,0,0,
Dundee United,Kilmarnock,2,0,0,12,6,6,2,8,14,13,3,1,2,0,0,1.62,3.8,5.75,1.57,3.7,5.35,2,2,
Falkirk,Hearts,1,0,1,12,4,6,2,17,15,6,11,0,1,0,0,3,3.25,2.4,2.77,3.23,2.35,1,1,
Motherwell,St Johnstone,0,1,0,10,12,6,7,7,11,6,5,0,1,0,0,2,3.5,3.7,1.92,3.35,3.6,1,1,
